level,placement,traits,units
8,5,"[{'name': 'TFT15_Bastion', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Heavyweight', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Prodigy', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Protector', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Spellslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_StarGuardian', 'num_units': 7, 'style': 4, 'tier_current': 6, 'tier_total': 12}]","[{'character_id': 'TFT15_Rell', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Syndra', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_SpearOfShojin', 'TFT5_Item_JeweledGauntletRadiant'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Kobuko', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT15_Xayah', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Ahri', 'itemNames': ['TFT_Item_Morellonomicon', 'TFT_Item_StatikkShiv', 'TFT_Item_TearOfTheGoddess'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Jinx', 'itemNames': ['TFT_Item_HextechGunblade', 'TFT_Item_Deathblade', 'TFT_Item_Artifact_Fishbones'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Poppy', 'itemNames': ['TFT_Item_DragonsClaw', 'TFT_Item_BrambleVest', 'TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 4, 'tier': 2}]"
8,8,"[{'name': 'TFT15_Bastion', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Heavyweight', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Prodigy', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Protector', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Spellslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_StarGuardian', 'num_units': 8, 'style': 4, 'tier_current': 7, 'tier_total': 12}]","[{'character_id': 'TFT15_Rell', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Syndra', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Xayah', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT15_Ahri', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Neeko', 'itemNames': ['TFT_Item_RedBuff', 'TFT_Item_Crownguard', 'TFT7_Item_ShimmerscaleMogulsMail'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Jinx', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_Deathblade', 'TFT5_Item_RunaansHurricaneRadiant'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Poppy', 'itemNames': ['TFT_Item_NightHarvester', 'TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT15_Seraphine', 'itemNames': ['TFT_Item_BlueBuff'], 'name': '', 'rarity': 6, 'tier': 1}]"
7,5,"[{'name': 'TFT15_Destroyer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Duelist', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Heavyweight', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_OldMentor', 'num_units': 4, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'TFT15_SentaiRanger', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Spellslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Strategist', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT15_Lucian', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT15_Aatrox', 'itemNames': ['TFT_Item_GuardianAngel'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Kobuko', 'itemNames': ['TFT_Item_Crownguard', 'TFT_Item_RedBuff', 'TFT_Item_SpectralGauntlet'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Udyr', 'itemNames': ['TFT_Item_SpectralGauntlet'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Yasuo', 'itemNames': ['TFT_Item_InfinityEdge', 'TFT_Item_PowerGauntlet', 'TFT_Item_RunaansHurricane'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Senna', 'itemNames': ['TFT_Item_Artifact_Fishbones', 'TFT_Item_PowerGauntlet', 'TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Ryze', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Galio', 'itemNames': ['TFT15_RoboRanger_Core'], 'name': '', 'rarity': 9, 'tier': 1}]"
7,6,"[{'name': 'TFT15_Bastion', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Destroyer', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Protector', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_SentaiRanger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Strategist', 'num_units': 4, 'style': 4, 'tier_current': 3, 'tier_total': 4}, {'name': 'TFT15_TheCrew', 'num_units': 4, 'style': 1, 'tier_current': 7, 'tier_total': 7}]","[{'character_id': 'TFT15_Sivir', 'itemNames': ['TFT_Item_InfinityEdge', 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT15_Malphite', 'itemNames': ['TFT_Item_BrambleVest', 'TFT_Item_AdaptiveHelm', 'TFT_Item_NightHarvester'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT15_Shen', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_NightHarvester', 'TFT_Item_BrambleVest'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT15_Janna', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Ziggs', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Ryze', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_JarvanIV', 'itemNames': ['TFT_Item_GiantsBelt'], 'name': '', 'rarity': 4, 'tier': 1}]"
8,6,"[{'name': 'TFT15_Bastion', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Edgelord', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_ElTigre', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_Heavyweight', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Luchador', 'num_units': 4, 'style': 4, 'tier_current': 2, 'tier_total': 2}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_StarGuardian', 'num_units': 4, 'style': 2, 'tier_current': 3, 'tier_total': 12}]","[{'character_id': 'TFT15_Rell', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT15_Gnar', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT15_Kobuko', 'itemNames': ['TFT_Item_TearOfTheGoddess'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Xayah', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT15_Jinx', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT15_Item_RingKingsEmblemItem', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Volibear', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_PowerGauntlet', 'TFT_Item_RunaansHurricane'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Poppy', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Braum', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_GuardianAngel', 'TFT_Item_Deathblade'], 'name': '', 'rarity': 6, 'tier': 2}]"
8,8,"[{'name': 'TFT15_Bastion', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_ElTigre', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_Empyrean', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Heavyweight', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Luchador', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 2}, {'name': 'TFT15_Protector', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_SentaiRanger', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_SoulFighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 5}, {'name': 'TFT15_Spellslinger', 'num_units': 6, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'TFT15_Strategist', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT15_Lucian', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Janna', 'itemNames': ['TFT15_Item_SpellslingerEmblemItem'], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT15_Swain', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_KSante', 'itemNames': ['TFT_Item_Redemption', 'TFT_Item_NightHarvester'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Karma', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_SpearOfShojin', 'TFT_Item_PowerGauntlet'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_JarvanIV', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT15_Braum', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_InfinityEdge', 'TFT_Item_RapidFireCannon'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT15_Gwen', 'itemNames': ['TFT_Item_StatikkShiv', 'TFT_Item_Morellonomicon', 'TFT_Item_MadredsBloodrazor'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT15_Galio', 'itemNames': ['TFT15_RoboRanger_Core'], 'name': '', 'rarity': 9, 'tier': 1}]"
9,2,"[{'name': 'TFT15_Bastion', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Heavyweight', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Prodigy', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Protector', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Spellslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_StarGuardian', 'num_units': 8, 'style': 4, 'tier_current': 7, 'tier_total': 12}]","[{'character_id': 'TFT15_Rell', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Syndra', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT_Item_Leviathan', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Kobuko', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Xayah', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Ahri', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Jinx', 'itemNames': ['TFT_Item_Deathblade', 'TFT_Item_PowerGauntlet', 'TFT_Item_RunaansHurricane'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Poppy', 'itemNames': ['TFT_Item_NightHarvester', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RedBuff'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Seraphine', 'itemNames': ['TFT_Item_ArchangelsStaff', 'TFT_Item_AdaptiveHelm', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 6, 'tier': 2}]"
8,6,"[{'name': 'TFT15_DragonFist', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_Duelist', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Juggernaut', 'num_units': 6, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'TFT15_Luchador', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 2}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Rosemother', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_SoulFighter', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 5}]","[{'character_id': 'TFT15_Naafiri', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_DrMundo', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Vi', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Udyr', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Ashe', 'itemNames': ['TFT_Item_RunaansHurricane', 'TFT_Item_RunaansHurricane', 'TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Sett', 'itemNames': ['TFT5_Item_SpectralGauntletRadiant', 'TFT_Item_Redemption', 'TFT_Item_BrambleVest'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'tft15_leesin', 'itemNames': ['TFT_Item_GuardianAngel'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT15_Zyra', 'itemNames': ['TFT_Item_RapidFireCannon', 'TFT_Item_PowerGauntlet'], 'name': '', 'rarity': 6, 'tier': 1}]"
7,5,"[{'name': 'TFT15_Bastion', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Captain', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_Destroyer', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Protector', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Strategist', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'TFT15_TheCrew', 'num_units': 5, 'style': 1, 'tier_current': 7, 'tier_total': 7}]","[{'character_id': 'TFT15_Sivir', 'itemNames': ['TFT_Item_LastWhisper', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT15_Malphite', 'itemNames': ['TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT15_Shen', 'itemNames': ['TFT_Item_IonicSpark', 'TFT_Item_ChainVest'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT15_Janna', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Ziggs', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_Morellonomicon', 'TFT_Item_StatikkShiv'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Ryze', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT15_TwistedFate', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]"
8,2,"[{'name': 'TFT15_Destroyer', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Duelist', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Heavyweight', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_MonsterTrainer', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_OldMentor', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Protector', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_SentaiRanger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Spellslinger', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Strategist', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_SupremeCells', 'num_units': 4, 'style': 4, 'tier_current': 3, 'tier_total': 3}]","[{'character_id': 'TFT15_Kennen', 'itemNames': ['TFT_Item_SpectralGauntlet'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Aatrox', 'itemNames': ['TFT_Item_BFSword'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_KaiSa', 'itemNames': ['TFT9_Item_OrnnHorizonFocus', 'TFT_Item_InfinityEdge', 'TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT15_Darius', 'itemNames': ['TFT5_Item_ThiefsGlovesRadiant', 'TFT5_Item_NightHarvesterRadiant', 'TFT5_Item_DragonsClawRadiant'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Rammus', 'itemNames': ['TFT_Item_BrambleVest', 'TFT_Item_Artifact_InnervatingLocket', 'TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Udyr', 'itemNames': ['TFT_Item_BrambleVest', 'TFT_Item_RedBuff', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Akali', 'itemNames': ['TFT_Item_RapidFireCannon', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Ryze', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}]"
8,8,"[{'name': 'TFT15_DragonFist', 'num_units': 1, 'style': 3, 'tier_current': 1, 'tier_total': 1}, {'name': 'TFT15_Duelist', 'num_units': 6, 'style': 4, 'tier_current': 3, 'tier_total': 3}, {'name': 'TFT15_Empyrean', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_GemForce', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'TFT15_Juggernaut', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_OldMentor', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_SoulFighter', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 5}, {'name': 'TFT15_SupremeCells', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT15_Kayle', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_KaiSa', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT15_Udyr', 'itemNames': ['TFT_Item_SteraksGage', 'TFT_Item_TitansResolve', 'TFT_Item_FrozenHeart'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Viego', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Ashe', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_RunaansHurricane', 'TFT_Item_LastWhisper'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT15_Sett', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_FrozenHeart', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'tft15_leesin', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_TitansResolve', 'TFT_Item_Quicksilver'], 'name': '', 'rarity': 6, 'tier': 1}]"
7,7,"[{'name': 'TFT15_Bastion', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'TFT15_BattleAcademia', 'num_units': 7, 'style': 4, 'tier_current': 3, 'tier_total': 4}, {'name': 'TFT15_Heavyweight', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Prodigy', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'TFT15_Protector', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'TFT15_Sniper', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT15_Ezreal', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT15_Garen', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_NightHarvester', 'TFT_Item_AdaptiveHelm'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT15_Rakan', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT15_Caitlyn', 'itemNames': ['TFT_Item_MadredsBloodrazor', 'TFT_Item_SpearOfShojin', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT15_Jayce', 'itemNames': ['TFT_Item_Artifact_SilvermereDawn', 'TFT_Item_Bloodthirster', 'TFT_Item_SteraksGage'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT15_Leona', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_RedBuff', 'TFT_Item_SpectralGauntlet'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT15_Yuumi', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT15_Caitlyn', 'itemNames': ['TFT_Item_MadredsBloodrazor', 'TFT_Item_SpearOfShojin', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 2, 'tier': 3}]"
